# S1,S2,S3,S4,Weight
6.300000000000000000e+01,7.600000000000000000e+01,1.040000000000000000e+02,1.190000000000000000e+02,-7.265362913823555369e-01
6.300000000000000000e+01,1.050000000000000000e+02,1.060000000000000000e+02,1.190000000000000000e+02,-2.312788064838238455e-01
7.800000000000000000e+01,1.060000000000000000e+02,1.190000000000000000e+02,1.200000000000000000e+02,2.233702608669865530e-01
6.300000000000000000e+01,6.400000000000000000e+01,7.800000000000000000e+01,1.060000000000000000e+02,7.598661638009694685e-02
6.300000000000000000e+01,7.700000000000000000e+01,7.800000000000000000e+01,1.190000000000000000e+02,-2.312788064838238455e-01
6.300000000000000000e+01,7.800000000000000000e+01,1.060000000000000000e+02,1.190000000000000000e+02,-4.778419671099982252e-02
6.400000000000000000e+01,6.500000000000000000e+01,7.800000000000000000e+01,1.060000000000000000e+02,4.498786922506992081e-01
6.500000000000000000e+01,7.800000000000000000e+01,7.900000000000000000e+01,1.210000000000000000e+02,7.987069432574860350e-01
7.800000000000000000e+01,1.060000000000000000e+02,1.200000000000000000e+02,1.210000000000000000e+02,5.707245578181875389e-01
6.500000000000000000e+01,1.060000000000000000e+02,1.070000000000000000e+02,1.210000000000000000e+02,7.987069432574860350e-01
6.500000000000000000e+01,7.800000000000000000e+01,1.060000000000000000e+02,1.210000000000000000e+02,6.634204830117965690e-01
6.500000000000000000e+01,1.070000000000000000e+02,1.080000000000000000e+02,1.210000000000000000e+02,9.672549954864269051e-01
8.000000000000000000e+01,1.080000000000000000e+02,1.210000000000000000e+02,1.220000000000000000e+02,9.813606333372475454e-01
6.500000000000000000e+01,6.600000000000000000e+01,8.000000000000000000e+01,1.080000000000000000e+02,9.973230385007542109e-01
6.500000000000000000e+01,7.900000000000000000e+01,8.000000000000000000e+01,1.210000000000000000e+02,9.672549954864269051e-01
6.500000000000000000e+01,8.000000000000000000e+01,1.080000000000000000e+02,1.210000000000000000e+02,9.977688616895175056e-01
6.600000000000000000e+01,6.700000000000000000e+01,8.000000000000000000e+01,1.080000000000000000e+02,8.928887184572587010e-01
6.700000000000000000e+01,8.000000000000000000e+01,8.100000000000000000e+01,1.230000000000000000e+02,6.086620262280700855e-01
8.000000000000000000e+01,1.080000000000000000e+02,1.220000000000000000e+02,1.230000000000000000e+02,8.355533990946925060e-01
6.700000000000000000e+01,1.080000000000000000e+02,1.090000000000000000e+02,1.230000000000000000e+02,6.086620262280700855e-01
6.700000000000000000e+01,8.000000000000000000e+01,1.080000000000000000e+02,1.230000000000000000e+02,7.546128118634671811e-01
6.700000000000000000e+01,1.090000000000000000e+02,1.100000000000000000e+02,1.230000000000000000e+02,2.588283390414363727e-01
8.200000000000000000e+01,1.100000000000000000e+02,1.230000000000000000e+02,1.240000000000000000e+02,-1.804756356504448600e-01
6.700000000000000000e+01,6.800000000000000000e+01,8.200000000000000000e+01,1.100000000000000000e+02,-8.092117346467903038e-02
6.700000000000000000e+01,8.100000000000000000e+01,8.200000000000000000e+01,1.230000000000000000e+02,2.588283390414363727e-01
6.700000000000000000e+01,8.200000000000000000e+01,1.100000000000000000e+02,1.230000000000000000e+02,6.950941476341618297e-02
6.800000000000000000e+01,6.900000000000000000e+01,8.200000000000000000e+01,1.100000000000000000e+02,-4.588825244033547524e-01
6.900000000000000000e+01,8.200000000000000000e+01,8.300000000000000000e+01,1.250000000000000000e+02,-7.951788500119534309e-01
8.200000000000000000e+01,1.100000000000000000e+02,1.240000000000000000e+02,1.250000000000000000e+02,-5.423417128429169898e-01
6.900000000000000000e+01,1.100000000000000000e+02,1.110000000000000000e+02,1.250000000000000000e+02,-7.951788500119534309e-01
6.900000000000000000e+01,8.200000000000000000e+01,1.100000000000000000e+02,1.250000000000000000e+02,-6.580302831913924511e-01
8.400000000000000000e+01,8.500000000000000000e+01,9.800000000000000000e+01,1.260000000000000000e+02,9.685923677734660231e-01
8.500000000000000000e+01,9.800000000000000000e+01,9.900000000000000000e+01,1.410000000000000000e+02,9.134235880824576048e-01
9.800000000000000000e+01,1.260000000000000000e+02,1.400000000000000000e+02,1.410000000000000000e+02,7.529201327909669228e-01
8.500000000000000000e+01,1.260000000000000000e+02,1.270000000000000000e+02,1.410000000000000000e+02,7.529201327909669228e-01
8.500000000000000000e+01,9.800000000000000000e+01,1.260000000000000000e+02,1.410000000000000000e+02,8.738821951802462351e-01
8.500000000000000000e+01,1.270000000000000000e+02,1.280000000000000000e+02,1.410000000000000000e+02,6.569163549247175604e-01
1.000000000000000000e+02,1.280000000000000000e+02,1.410000000000000000e+02,1.420000000000000000e+02,4.491153976661856340e-01
8.500000000000000000e+01,8.600000000000000000e+01,1.000000000000000000e+02,1.280000000000000000e+02,7.529201327909672559e-01
8.500000000000000000e+01,9.900000000000000000e+01,1.000000000000000000e+02,1.410000000000000000e+02,8.397548672758184951e-01
8.500000000000000000e+01,1.000000000000000000e+02,1.280000000000000000e+02,1.410000000000000000e+02,6.998309025936895189e-01
8.600000000000000000e+01,8.700000000000000000e+01,1.000000000000000000e+02,1.280000000000000000e+02,5.548341350573023911e-01
8.700000000000000000e+01,1.000000000000000000e+02,1.010000000000000000e+02,1.430000000000000000e+02,2.342284302251369243e-01
1.000000000000000000e+02,1.280000000000000000e+02,1.420000000000000000e+02,1.430000000000000000e+02,2.342284302251369243e-01
8.700000000000000000e+01,1.280000000000000000e+02,1.290000000000000000e+02,1.430000000000000000e+02,2.389892436824668509e-02
8.700000000000000000e+01,1.000000000000000000e+02,1.280000000000000000e+02,1.430000000000000000e+02,2.811778749166006786e-01
8.700000000000000000e+01,1.290000000000000000e+02,1.300000000000000000e+02,1.430000000000000000e+02,-2.668777034450826036e-01
1.020000000000000000e+02,1.300000000000000000e+02,1.430000000000000000e+02,1.440000000000000000e+02,-5.864718912196698053e-01
8.700000000000000000e+01,8.800000000000000000e+01,1.020000000000000000e+02,1.300000000000000000e+02,-3.547909295231002624e-01
8.700000000000000000e+01,1.010000000000000000e+02,1.020000000000000000e+02,1.430000000000000000e+02,-7.702636320494422872e-02
8.700000000000000000e+01,1.020000000000000000e+02,1.300000000000000000e+02,1.430000000000000000e+02,-3.169471632012822448e-01
8.800000000000000000e+01,8.900000000000000000e+01,1.020000000000000000e+02,1.300000000000000000e+02,-6.523488540745348008e-01
8.900000000000000000e+01,1.020000000000000000e+02,1.030000000000000000e+02,1.450000000000000000e+02,-8.938050343118084662e-01
1.020000000000000000e+02,1.300000000000000000e+02,1.440000000000000000e+02,1.450000000000000000e+02,-8.147542640396492342e-01
8.900000000000000000e+01,1.300000000000000000e+02,1.310000000000000000e+02,1.450000000000000000e+02,-9.501945480444122794e-01
8.900000000000000000e+01,1.020000000000000000e+02,1.300000000000000000e+02,1.450000000000000000e+02,-8.393245342711228574e-01
8.900000000000000000e+01,1.310000000000000000e+02,1.320000000000000000e+02,1.450000000000000000e+02,-9.994510786023323989e-01
1.040000000000000000e+02,1.320000000000000000e+02,1.450000000000000000e+02,1.460000000000000000e+02,-9.123493655246016631e-01
8.900000000000000000e+01,9.000000000000000000e+01,1.040000000000000000e+02,1.320000000000000000e+02,-9.733706097046227468e-01
8.900000000000000000e+01,1.030000000000000000e+02,1.040000000000000000e+02,1.450000000000000000e+02,-9.946278131333480266e-01
8.900000000000000000e+01,1.040000000000000000e+02,1.320000000000000000e+02,1.450000000000000000e+02,-9.905818589309093314e-01
9.000000000000000000e+01,9.100000000000000000e+01,1.040000000000000000e+02,1.320000000000000000e+02,-8.222145745451875376e-01
9.100000000000000000e+01,1.040000000000000000e+02,1.050000000000000000e+02,1.470000000000000000e+02,-5.308049629801351310e-01
1.040000000000000000e+02,1.320000000000000000e+02,1.460000000000000000e+02,1.470000000000000000e+02,-7.087555782404149074e-01
9.100000000000000000e+01,1.320000000000000000e+02,1.330000000000000000e+02,1.470000000000000000e+02,-4.338886929449125018e-01
9.100000000000000000e+01,1.040000000000000000e+02,1.320000000000000000e+02,1.470000000000000000e+02,-6.422953616106654717e-01
9.100000000000000000e+01,1.330000000000000000e+02,1.340000000000000000e+02,1.470000000000000000e+02,-7.666175770764423192e-02
1.060000000000000000e+02,1.340000000000000000e+02,1.470000000000000000e+02,1.480000000000000000e+02,3.172919556362542859e-01
9.100000000000000000e+01,9.200000000000000000e+01,1.060000000000000000e+02,1.340000000000000000e+02,1.750108592265911811e-01
9.100000000000000000e+01,1.050000000000000000e+02,1.060000000000000000e+02,1.470000000000000000e+02,-1.797445701206888957e-01
9.100000000000000000e+01,1.060000000000000000e+02,1.340000000000000000e+02,1.470000000000000000e+02,5.398025027274202386e-02
9.200000000000000000e+01,9.300000000000000000e+01,1.060000000000000000e+02,1.340000000000000000e+02,5.318554870398144452e-01
9.300000000000000000e+01,1.060000000000000000e+02,1.070000000000000000e+02,1.490000000000000000e+02,8.245466333224844568e-01
1.060000000000000000e+02,1.340000000000000000e+02,1.480000000000000000e+02,1.490000000000000000e+02,6.439505596097019335e-01
9.300000000000000000e+01,1.340000000000000000e+02,1.350000000000000000e+02,1.490000000000000000e+02,8.709411700983684668e-01
9.300000000000000000e+01,1.060000000000000000e+02,1.340000000000000000e+02,1.490000000000000000e+02,7.284867603604788799e-01
9.300000000000000000e+01,1.350000000000000000e+02,1.360000000000000000e+02,1.490000000000000000e+02,9.913941282429392654e-01
1.080000000000000000e+02,1.360000000000000000e+02,1.490000000000000000e+02,1.500000000000000000e+02,9.630961507523507770e-01
9.300000000000000000e+01,9.400000000000000000e+01,1.080000000000000000e+02,1.360000000000000000e+02,9.882397181160240685e-01
9.300000000000000000e+01,1.070000000000000000e+02,1.080000000000000000e+02,1.490000000000000000e+02,9.770595398715067326e-01
9.300000000000000000e+01,1.080000000000000000e+02,1.360000000000000000e+02,1.490000000000000000e+02,9.998883316157012313e-01
9.400000000000000000e+01,9.500000000000000000e+01,1.080000000000000000e+02,1.360000000000000000e+02,8.558330607354815989e-01
9.500000000000000000e+01,1.080000000000000000e+02,1.090000000000000000e+02,1.510000000000000000e+02,5.793756116401216349e-01
1.080000000000000000e+02,1.360000000000000000e+02,1.500000000000000000e+02,1.510000000000000000e+02,7.917134968645126447e-01
9.500000000000000000e+01,1.360000000000000000e+02,1.370000000000000000e+02,1.510000000000000000e+02,5.189215069118204848e-01
9.500000000000000000e+01,1.080000000000000000e+02,1.360000000000000000e+02,1.510000000000000000e+02,7.037803295790425739e-01
9.500000000000000000e+01,1.370000000000000000e+02,1.380000000000000000e+02,1.510000000000000000e+02,1.569797019576284758e-01
1.100000000000000000e+02,1.380000000000000000e+02,1.510000000000000000e+02,1.520000000000000000e+02,-2.453336741629554285e-01
9.500000000000000000e+01,9.600000000000000000e+01,1.100000000000000000e+02,1.380000000000000000e+02,-1.475595887544015328e-01
9.500000000000000000e+01,1.090000000000000000e+02,1.100000000000000000e+02,1.510000000000000000e+02,2.250088613328370957e-01
9.500000000000000000e+01,1.100000000000000000e+02,1.380000000000000000e+02,1.510000000000000000e+02,1.402768797530483044e-03
9.600000000000000000e+01,9.700000000000000000e+01,1.100000000000000000e+02,1.380000000000000000e+02,-5.151340519208049695e-01
9.700000000000000000e+01,1.100000000000000000e+02,1.110000000000000000e+02,1.530000000000000000e+02,-8.135271256737401924e-01
1.100000000000000000e+02,1.380000000000000000e+02,1.520000000000000000e+02,1.530000000000000000e+02,-5.948114078863954157e-01
9.700000000000000000e+01,1.380000000000000000e+02,1.390000000000000000e+02,1.530000000000000000e+02,-8.477329483452932246e-01
9.700000000000000000e+01,1.100000000000000000e+02,1.380000000000000000e+02,1.530000000000000000e+02,-7.040629136722277304e-01
9.800000000000000000e+01,1.400000000000000000e+02,1.410000000000000000e+02,1.540000000000000000e+02,6.569163549247175604e-01
1.130000000000000000e+02,1.410000000000000000e+02,1.540000000000000000e+02,1.550000000000000000e+02,4.491153976661856340e-01
9.800000000000000000e+01,9.900000000000000000e+01,1.130000000000000000e+02,1.410000000000000000e+02,8.397548672758184951e-01
9.800000000000000000e+01,1.120000000000000000e+02,1.130000000000000000e+02,1.540000000000000000e+02,7.529201327909672559e-01
9.800000000000000000e+01,1.130000000000000000e+02,1.410000000000000000e+02,1.540000000000000000e+02,6.998309025936895189e-01
9.900000000000000000e+01,1.000000000000000000e+02,1.130000000000000000e+02,1.410000000000000000e+02,7.529201327909672559e-01
1.000000000000000000e+02,1.130000000000000000e+02,1.140000000000000000e+02,1.560000000000000000e+02,4.491153976661860225e-01
1.130000000000000000e+02,1.410000000000000000e+02,1.550000000000000000e+02,1.560000000000000000e+02,3.417182911900585318e-01
1.000000000000000000e+02,1.410000000000000000e+02,1.420000000000000000e+02,1.560000000000000000e+02,3.417182911900585318e-01
1.000000000000000000e+02,1.130000000000000000e+02,1.410000000000000000e+02,1.560000000000000000e+02,4.956796809138863114e-01
1.000000000000000000e+02,1.420000000000000000e+02,1.430000000000000000e+02,1.560000000000000000e+02,1.279372117079847770e-01
1.150000000000000000e+02,1.430000000000000000e+02,1.560000000000000000e+02,1.570000000000000000e+02,-2.668777034450826036e-01
1.000000000000000000e+02,1.010000000000000000e+02,1.150000000000000000e+02,1.430000000000000000e+02,1.279372117079847770e-01
1.000000000000000000e+02,1.140000000000000000e+02,1.150000000000000000e+02,1.560000000000000000e+02,2.342284302251369243e-01
1.000000000000000000e+02,1.150000000000000000e+02,1.430000000000000000e+02,1.560000000000000000e+02,6.907929564791705224e-02
1.010000000000000000e+02,1.020000000000000000e+02,1.150000000000000000e+02,1.430000000000000000e+02,-1.741397834296508906e-01
1.020000000000000000e+02,1.150000000000000000e+02,1.160000000000000000e+02,1.580000000000000000e+02,-5.864718912196698053e-01
1.150000000000000000e+02,1.430000000000000000e+02,1.570000000000000000e+02,1.580000000000000000e+02,-5.148201716564172470e-01
1.020000000000000000e+02,1.430000000000000000e+02,1.440000000000000000e+02,1.580000000000000000e+02,-6.523488540745348008e-01
1.020000000000000000e+02,1.150000000000000000e+02,1.430000000000000000e+02,1.580000000000000000e+02,-4.816887853328464253e-01
1.020000000000000000e+02,1.440000000000000000e+02,1.450000000000000000e+02,1.580000000000000000e+02,-8.571641129380783708e-01
1.170000000000000000e+02,1.450000000000000000e+02,1.580000000000000000e+02,1.590000000000000000e+02,-9.946278131333480266e-01
1.020000000000000000e+02,1.030000000000000000e+02,1.170000000000000000e+02,1.450000000000000000e+02,-9.247750151321648682e-01
1.020000000000000000e+02,1.160000000000000000e+02,1.170000000000000000e+02,1.580000000000000000e+02,-8.147542640396492342e-01
1.020000000000000000e+02,1.170000000000000000e+02,1.450000000000000000e+02,1.580000000000000000e+02,-9.119161964792243946e-01
1.030000000000000000e+02,1.040000000000000000e+02,1.170000000000000000e+02,1.450000000000000000e+02,-9.993951409637855665e-01
1.040000000000000000e+02,1.170000000000000000e+02,1.180000000000000000e+02,1.600000000000000000e+02,-9.123493655246016631e-01
1.170000000000000000e+02,1.450000000000000000e+02,1.590000000000000000e+02,1.600000000000000000e+02,-9.733706097046227468e-01
1.040000000000000000e+02,1.450000000000000000e+02,1.460000000000000000e+02,1.600000000000000000e+02,-8.852507661210231582e-01
1.040000000000000000e+02,1.170000000000000000e+02,1.450000000000000000e+02,1.600000000000000000e+02,-9.644159805749602521e-01
1.040000000000000000e+02,1.460000000000000000e+02,1.470000000000000000e+02,1.600000000000000000e+02,-6.667265167425784345e-01
1.190000000000000000e+02,1.470000000000000000e+02,1.600000000000000000e+02,1.610000000000000000e+02,-2.826153962601189451e-01
1.040000000000000000e+02,1.050000000000000000e+02,1.190000000000000000e+02,1.470000000000000000e+02,-4.828549612312904582e-01
1.040000000000000000e+02,1.180000000000000000e+02,1.190000000000000000e+02,1.600000000000000000e+02,-7.087555782404149074e-01
1.040000000000000000e+02,1.190000000000000000e+02,1.470000000000000000e+02,1.600000000000000000e+02,-5.514175911504297645e-01
1.050000000000000000e+02,1.060000000000000000e+02,1.190000000000000000e+02,1.470000000000000000e+02,-1.281588390030918290e-01
1.060000000000000000e+02,1.190000000000000000e+02,1.200000000000000000e+02,1.620000000000000000e+02,3.172919556362542859e-01
1.190000000000000000e+02,1.470000000000000000e+02,1.610000000000000000e+02,1.620000000000000000e+02,7.598661638009605868e-02
1.060000000000000000e+02,1.470000000000000000e+02,1.480000000000000000e+02,1.620000000000000000e+02,3.626748783127194398e-01
1.060000000000000000e+02,1.190000000000000000e+02,1.470000000000000000e+02,1.620000000000000000e+02,1.535950444533622228e-01
1.060000000000000000e+02,1.480000000000000000e+02,1.490000000000000000e+02,1.620000000000000000e+02,6.782129189271464131e-01
1.210000000000000000e+02,1.490000000000000000e+02,1.620000000000000000e+02,1.630000000000000000e+02,9.271578397460422671e-01
1.060000000000000000e+02,1.070000000000000000e+02,1.210000000000000000e+02,1.490000000000000000e+02,8.486295766040449218e-01
1.060000000000000000e+02,1.200000000000000000e+02,1.210000000000000000e+02,1.620000000000000000e+02,6.439505596097019335e-01
1.060000000000000000e+02,1.210000000000000000e+02,1.490000000000000000e+02,1.620000000000000000e+02,7.868542534190804405e-01
1.070000000000000000e+02,1.080000000000000000e+02,1.210000000000000000e+02,1.490000000000000000e+02,9.851010225226772832e-01
1.080000000000000000e+02,1.210000000000000000e+02,1.220000000000000000e+02,1.640000000000000000e+02,9.630961507523507770e-01
1.210000000000000000e+02,1.490000000000000000e+02,1.630000000000000000e+02,1.640000000000000000e+02,9.999682912179395089e-01
1.080000000000000000e+02,1.490000000000000000e+02,1.500000000000000000e+02,1.640000000000000000e+02,9.517827282638146036e-01
1.080000000000000000e+02,1.210000000000000000e+02,1.490000000000000000e+02,1.640000000000000000e+02,9.954088391420975457e-01
1.080000000000000000e+02,1.500000000000000000e+02,1.510000000000000000e+02,1.640000000000000000e+02,7.682441982866863306e-01
1.230000000000000000e+02,1.510000000000000000e+02,1.640000000000000000e+02,1.650000000000000000e+02,4.242388535747292355e-01
1.080000000000000000e+02,1.090000000000000000e+02,1.230000000000000000e+02,1.510000000000000000e+02,5.494464450015317247e-01
1.080000000000000000e+02,1.220000000000000000e+02,1.230000000000000000e+02,1.640000000000000000e+02,7.917134968645126447e-01
1.080000000000000000e+02,1.230000000000000000e+02,1.510000000000000000e+02,1.640000000000000000e+02,6.495406051742722564e-01
1.090000000000000000e+02,1.100000000000000000e+02,1.230000000000000000e+02,1.510000000000000000e+02,1.910452017272600000e-01
1.100000000000000000e+02,1.230000000000000000e+02,1.240000000000000000e+02,1.660000000000000000e+02,-2.453336741629554285e-01
1.230000000000000000e+02,1.510000000000000000e+02,1.650000000000000000e+02,1.660000000000000000e+02,5.458539746631567435e-02
1.100000000000000000e+02,1.510000000000000000e+02,1.520000000000000000e+02,1.660000000000000000e+02,-2.772113453624010515e-01
1.100000000000000000e+02,1.230000000000000000e+02,1.510000000000000000e+02,1.660000000000000000e+02,-6.622195658035619215e-02
1.100000000000000000e+02,1.520000000000000000e+02,1.530000000000000000e+02,1.660000000000000000e+02,-6.200326708974893686e-01
1.250000000000000000e+02,1.530000000000000000e+02,1.660000000000000000e+02,1.670000000000000000e+02,-8.926902639771672199e-01
1.100000000000000000e+02,1.110000000000000000e+02,1.250000000000000000e+02,1.530000000000000000e+02,-8.310482325776228363e-01
1.100000000000000000e+02,1.240000000000000000e+02,1.250000000000000000e+02,1.660000000000000000e+02,-5.948114078863954157e-01
1.100000000000000000e+02,1.250000000000000000e+02,1.530000000000000000e+02,1.660000000000000000e+02,-7.470545585204408923e-01
1.260000000000000000e+02,1.680000000000000000e+02,1.690000000000000000e+02,1.820000000000000000e+02,1.279372117079856652e-01
1.410000000000000000e+02,1.690000000000000000e+02,1.820000000000000000e+02,1.830000000000000000e+02,2.389892436824712918e-02
1.260000000000000000e+02,1.270000000000000000e+02,1.410000000000000000e+02,1.690000000000000000e+02,4.491153976661856340e-01
1.260000000000000000e+02,1.400000000000000000e+02,1.410000000000000000e+02,1.820000000000000000e+02,4.491153976661856340e-01
1.260000000000000000e+02,1.410000000000000000e+02,1.690000000000000000e+02,1.820000000000000000e+02,2.811778749166006786e-01
1.270000000000000000e+02,1.280000000000000000e+02,1.410000000000000000e+02,1.690000000000000000e+02,3.417182911900585318e-01
1.280000000000000000e+02,1.410000000000000000e+02,1.420000000000000000e+02,1.840000000000000000e+02,1.279372117079852211e-01
1.410000000000000000e+02,1.690000000000000000e+02,1.830000000000000000e+02,1.840000000000000000e+02,-7.702636320494422872e-02
1.280000000000000000e+02,1.690000000000000000e+02,1.700000000000000000e+02,1.840000000000000000e+02,-1.741397834296504465e-01
1.280000000000000000e+02,1.410000000000000000e+02,1.690000000000000000e+02,1.840000000000000000e+02,6.907929564791705224e-02
1.280000000000000000e+02,1.700000000000000000e+02,1.710000000000000000e+02,1.840000000000000000e+02,-3.547909295230998183e-01
1.430000000000000000e+02,1.710000000000000000e+02,1.840000000000000000e+02,1.850000000000000000e+02,-5.864718912196698053e-01
1.280000000000000000e+02,1.290000000000000000e+02,1.430000000000000000e+02,1.710000000000000000e+02,-2.668777034450826036e-01
1.280000000000000000e+02,1.420000000000000000e+02,1.430000000000000000e+02,1.840000000000000000e+02,-7.702636320494422872e-02
1.280000000000000000e+02,1.430000000000000000e+02,1.710000000000000000e+02,1.840000000000000000e+02,-3.169471632012822448e-01
1.290000000000000000e+02,1.300000000000000000e+02,1.430000000000000000e+02,1.710000000000000000e+02,-5.148201716564172470e-01
1.300000000000000000e+02,1.430000000000000000e+02,1.440000000000000000e+02,1.860000000000000000e+02,-7.665036479887324949e-01
1.430000000000000000e+02,1.710000000000000000e+02,1.850000000000000000e+02,1.860000000000000000e+02,-7.665036479887324949e-01
1.300000000000000000e+02,1.710000000000000000e+02,1.720000000000000000e+02,1.860000000000000000e+02,-8.938050343118084662e-01
1.300000000000000000e+02,1.430000000000000000e+02,1.710000000000000000e+02,1.860000000000000000e+02,-7.435455373944547253e-01
1.300000000000000000e+02,1.720000000000000000e+02,1.730000000000000000e+02,1.860000000000000000e+02,-9.849578031188704896e-01
1.450000000000000000e+02,1.730000000000000000e+02,1.860000000000000000e+02,1.870000000000000000e+02,-9.862312296810747947e-01
1.300000000000000000e+02,1.310000000000000000e+02,1.450000000000000000e+02,1.730000000000000000e+02,-9.946278131333480266e-01
1.300000000000000000e+02,1.440000000000000000e+02,1.450000000000000000e+02,1.860000000000000000e+02,-9.247750151321648682e-01
1.300000000000000000e+02,1.450000000000000000e+02,1.730000000000000000e+02,1.860000000000000000e+02,-9.910113990982621912e-01
1.310000000000000000e+02,1.320000000000000000e+02,1.450000000000000000e+02,1.730000000000000000e+02,-9.733706097046227468e-01
1.320000000000000000e+02,1.450000000000000000e+02,1.460000000000000000e+02,1.880000000000000000e+02,-8.222145745451875376e-01
1.450000000000000000e+02,1.730000000000000000e+02,1.870000000000000000e+02,1.880000000000000000e+02,-8.852507661210228251e-01
1.320000000000000000e+02,1.730000000000000000e+02,1.740000000000000000e+02,1.880000000000000000e+02,-7.087555782404154625e-01
1.320000000000000000e+02,1.450000000000000000e+02,1.730000000000000000e+02,1.880000000000000000e+02,-8.686676984299137594e-01
1.320000000000000000e+02,1.740000000000000000e+02,1.750000000000000000e+02,1.880000000000000000e+02,-4.338886929449125018e-01
1.470000000000000000e+02,1.750000000000000000e+02,1.880000000000000000e+02,1.890000000000000000e+02,-7.666175770764423192e-02
1.320000000000000000e+02,1.330000000000000000e+02,1.470000000000000000e+02,1.750000000000000000e+02,-2.826153962601189451e-01
1.320000000000000000e+02,1.460000000000000000e+02,1.470000000000000000e+02,1.880000000000000000e+02,-5.775581895979635672e-01
1.320000000000000000e+02,1.470000000000000000e+02,1.750000000000000000e+02,1.880000000000000000e+02,-3.557588121971995698e-01
1.330000000000000000e+02,1.340000000000000000e+02,1.470000000000000000e+02,1.750000000000000000e+02,7.598661638009605868e-02
1.340000000000000000e+02,1.470000000000000000e+02,1.480000000000000000e+02,1.900000000000000000e+02,4.498786922507000408e-01
1.470000000000000000e+02,1.750000000000000000e+02,1.890000000000000000e+02,1.900000000000000000e+02,2.708281386455921314e-01
1.340000000000000000e+02,1.750000000000000000e+02,1.760000000000000000e+02,1.900000000000000000e+02,5.707245578181882051e-01
1.340000000000000000e+02,1.470000000000000000e+02,1.750000000000000000e+02,1.900000000000000000e+02,3.429581835485194241e-01
1.340000000000000000e+02,1.760000000000000000e+02,1.770000000000000000e+02,1.900000000000000000e+02,8.245466333224840128e-01
1.490000000000000000e+02,1.770000000000000000e+02,1.900000000000000000e+02,1.910000000000000000e+02,9.770595398715067326e-01
1.340000000000000000e+02,1.350000000000000000e+02,1.490000000000000000e+02,1.770000000000000000e+02,9.271578397460422671e-01
1.340000000000000000e+02,1.480000000000000000e+02,1.490000000000000000e+02,1.900000000000000000e+02,7.418354865546961108e-01
1.340000000000000000e+02,1.490000000000000000e+02,1.770000000000000000e+02,1.900000000000000000e+02,8.827088052423018860e-01
1.350000000000000000e+02,1.360000000000000000e+02,1.490000000000000000e+02,1.770000000000000000e+02,9.999682912179395089e-01
1.360000000000000000e+02,1.490000000000000000e+02,1.500000000000000000e+02,1.920000000000000000e+02,9.249835954117366921e-01
1.490000000000000000e+02,1.770000000000000000e+02,1.910000000000000000e+02,1.920000000000000000e+02,9.882397181160240685e-01
1.360000000000000000e+02,1.770000000000000000e+02,1.780000000000000000e+02,1.920000000000000000e+02,8.749594887535765420e-01
1.360000000000000000e+02,1.490000000000000000e+02,1.770000000000000000e+02,1.920000000000000000e+02,9.675945635140140721e-01
1.360000000000000000e+02,1.780000000000000000e+02,1.790000000000000000e+02,1.920000000000000000e+02,6.372585864172783943e-01
1.510000000000000000e+02,1.790000000000000000e+02,1.920000000000000000e+02,1.930000000000000000e+02,2.924606609678733204e-01
1.360000000000000000e+02,1.370000000000000000e+02,1.510000000000000000e+02,1.790000000000000000e+02,4.242388535747292355e-01
1.360000000000000000e+02,1.500000000000000000e+02,1.510000000000000000e+02,1.920000000000000000e+02,7.184375627832372269e-01
1.360000000000000000e+02,1.510000000000000000e+02,1.790000000000000000e+02,1.920000000000000000e+02,5.323464709946709172e-01
1.370000000000000000e+02,1.380000000000000000e+02,1.510000000000000000e+02,1.790000000000000000e+02,5.458539746631567435e-02
1.380000000000000000e+02,1.510000000000000000e+02,1.520000000000000000e+02,1.940000000000000000e+02,-3.397102782441927538e-01
1.510000000000000000e+02,1.790000000000000000e+02,1.930000000000000000e+02,1.940000000000000000e+02,-8.092117346467903038e-02
1.380000000000000000e+02,1.790000000000000000e+02,1.800000000000000000e+02,1.940000000000000000e+02,-4.298854234667243701e-01
1.380000000000000000e+02,1.510000000000000000e+02,1.790000000000000000e+02,1.940000000000000000e+02,-1.988551200559127152e-01
1.380000000000000000e+02,1.800000000000000000e+02,1.810000000000000000e+02,1.940000000000000000e+02,-7.352772552454435173e-01
1.530000000000000000e+02,1.810000000000000000e+02,1.940000000000000000e+02,1.950000000000000000e+02,-9.405227117631268507e-01
1.380000000000000000e+02,1.390000000000000000e+02,1.530000000000000000e+02,1.810000000000000000e+02,-8.926902639771672199e-01
1.380000000000000000e+02,1.520000000000000000e+02,1.530000000000000000e+02,1.940000000000000000e+02,-6.683535758588368125e-01
1.380000000000000000e+02,1.530000000000000000e+02,1.810000000000000000e+02,1.940000000000000000e+02,-8.234851411895027784e-01
1.400000000000000000e+02,1.410000000000000000e+02,1.540000000000000000e+02,1.820000000000000000e+02,3.417182911900585318e-01
1.410000000000000000e+02,1.540000000000000000e+02,1.550000000000000000e+02,1.970000000000000000e+02,1.279372117079852211e-01
1.540000000000000000e+02,1.820000000000000000e+02,1.960000000000000000e+02,1.970000000000000000e+02,-1.741397834296504465e-01
1.410000000000000000e+02,1.820000000000000000e+02,1.830000000000000000e+02,1.970000000000000000e+02,-7.702636320494422872e-02
1.410000000000000000e+02,1.540000000000000000e+02,1.820000000000000000e+02,1.970000000000000000e+02,6.907929564791705224e-02
