S1,S2,S3,Weight
1028,1029,1064,1000
1029,1064,1065,1000
1064,1065,1100,1000
1065,1100,1101,1000
1100,1101,1136,1000
1101,1136,1137,1000
1136,1137,1172,1000
1137,1172,1173,1000
1172,1173,1208,1000
1173,1208,1209,1000
1208,1209,1244,1000
1209,1244,1245,1000
1244,1245,1280,1000
1245,1280,1281,1000
21,22,58,1000
21,57,58,1000
57,58,94,1000
57,93,94,1000
93,94,130,1000
93,129,130,1000
129,130,166,1000
129,165,166,1000
165,166,202,1000
165,201,202,1000
201,202,238,1000
201,237,238,1000
237,238,274,1000
237,273,274,1000
273,274,310,1000
273,309,310,1000
309,310,346,1000
309,345,346,1000
345,346,382,1000
345,381,382,1000
381,382,418,1000
381,417,418,1000
417,418,454,1000
417,453,454,1000
453,454,490,1000
453,489,490,1000
489,490,526,1000
489,525,526,1000
525,526,562,1000
525,561,562,1000
561,562,598,1000
561,597,598,1000
597,598,634,1000
597,633,634,1000
633,634,670,1000
633,669,670,1000
669,670,706,1000
669,705,706,1000
705,706,742,1000
705,741,742,1000
741,742,778,1000
741,777,778,1000
777,778,814,1000
777,813,814,1000
813,814,850,1000
813,849,850,1000
849,850,886,1000
849,885,886,1000
885,886,922,1000
885,921,922,1000
921,922,958,1000
921,957,958,1000
957,958,994,1000
957,993,994,1000
993,994,1030,1000
993,1029,1030,1000
1029,1030,1066,1000
1029,1065,1066,1000
1065,1066,1102,1000
1065,1101,1102,1000
1101,1102,1138,1000
1101,1137,1138,1000
1137,1138,1174,1000
1137,1173,1174,1000
1173,1174,1210,1000
1173,1209,1210,1000
1209,1210,1246,1000
1209,1245,1246,1000
1245,1246,1282,1000
1245,1281,1282,1000
22,23,58,1000
23,58,59,1000
58,59,94,1000
59,94,95,1000
94,95,130,1000
95,130,131,1000
130,131,166,1000
131,166,167,1000
166,167,202,1000
167,202,203,1000
202,203,238,1000
203,238,239,1000
238,239,274,1000
239,274,275,1000
274,275,310,1000
275,310,311,1000
310,311,346,1000
311,346,347,1000
346,347,382,1000
347,382,383,1000
382,383,418,1000
383,418,419,1000
418,419,454,1000
419,454,455,1000
454,455,490,1000
455,490,491,1000
490,491,526,1000
491,526,527,1000
526,527,562,1000
527,562,563,0
562,563,598,0
563,598,599,0
598,599,634,1000
599,634,635,1000
634,635,670,1000
635,670,671,1000
670,671,706,1000
671,706,707,1000
706,707,742,1000
707,742,743,0
742,743,778,0
743,778,779,0
778,779,814,1000
779,814,815,1000
814,815,850,1000
815,850,851,1000
850,851,886,1000
851,886,887,1000
886,887,922,1000
887,922,923,1000
922,923,958,1000
923,958,959,1000
958,959,994,1000
959,994,995,1000
994,995,1030,1000
995,1030,1031,1000
1030,1031,1066,1000
1031,1066,1067,1000
1066,1067,1102,1000
1067,1102,1103,1000
1102,1103,1138,1000
1103,1138,1139,1000
1138,1139,1174,1000
1139,1174,1175,1000
1174,1175,1210,1000
1175,1210,1211,1000
1210,1211,1246,1000
1211,1246,1247,1000
1246,1247,1282,1000
1247,1282,1283,1000
23,24,60,1000
23,59,60,1000
59,60,96,1000
59,95,96,1000
95,96,132,1000
95,131,132,1000
131,132,168,1000
131,167,168,1000
167,168,204,1000
167,203,204,1000
203,204,240,1000
203,239,240,1000
239,240,276,1000
239,275,276,1000
275,276,312,1000
275,311,312,1000
311,312,348,1000
311,347,348,1000
347,348,384,1000
347,383,384,1000
383,384,420,1000
383,419,420,1000
419,420,456,1000
419,455,456,1000
455,456,492,1000
455,491,492,1000
491,492,528,1000
491,527,528,1000
527,528,564,0
527,563,564,0
563,564,600,0
563,599,600,0
599,600,636,1000
599,635,636,1000
635,636,672,1000
635,671,672,1000
671,672,708,1000
671,707,708,1000
707,708,744,1000
707,743,744,0
743,744,780,0
743,779,780,0
779,780,816,0
779,815,816,1000
815,816,852,1000
815,851,852,1000
851,852,888,1000
851,887,888,1000
887,888,924,1000
887,923,924,1000
923,924,960,1000
923,959,960,1000
959,960,996,1000
959,995,996,1000
995,996,1032,1000
995,1031,1032,1000
1031,1032,1068,1000
1031,1067,1068,1000
1067,1068,1104,1000
1067,1103,1104,1000
1103,1104,1140,1000
1103,1139,1140,1000
1139,1140,1176,1000
1139,1175,1176,1000
1175,1176,1212,1000
1175,1211,1212,1000
1211,1212,1248,1000
1211,1247,1248,1000
1247,1248,1284,1000
1247,1283,1284,1000
24,25,60,1000
25,60,61,1000
60,61,96,1000
61,96,97,1000
96,97,132,1000
97,132,133,1000
132,133,168,1000
133,168,169,1000
168,169,204,1000
169,204,205,1000
204,205,240,1000
205,240,241,1000
240,241,276,1000
241,276,277,1000
276,277,312,1000
277,312,313,1000
312,313,348,1000
313,348,349,1000
348,349,384,1000
349,384,385,1000
384,385,420,1000
385,420,421,1000
420,421,456,1000
421,456,457,1000
456,457,492,1000
457,492,493,1000
492,493,528,1000
493,528,529,0
528,529,564,0
529,564,565,0
564,565,600,0
565,600,601,1000
600,601,636,1000
601,636,637,1000
636,637,672,1000
637,672,673,1000
672,673,708,1000
673,708,709,1000
708,709,744,1000
709,744,745,1000
744,745,780,0
745,780,781,0
780,781,816,0
781,816,817,0
816,817,852,1000
817,852,853,1000
852,853,888,1000
853,888,889,1000
888,889,924,1000
889,924,925,1000
924,925,960,1000
925,960,961,1000
960,961,996,1000
961,996,997,1000
996,997,1032,1000
997,1032,1033,1000
1032,1033,1068,1000
1033,1068,1069,1000
1068,1069,1104,1000
1069,1104,1105,1000
1104,1105,1140,1000
1105,1140,1141,1000
1140,1141,1176,1000
1141,1176,1177,1000
1176,1177,1212,1000
1177,1212,1213,1000
1212,1213,1248,1000
1213,1248,1249,1000
1248,1249,1284,1000
1249,1284,1285,1000
25,26,62,1000
25,61,62,1000
61,62,98,1000
61,97,98,1000
97,98,134,1000
97,133,134,1000
133,134,170,1000
133,169,170,1000
169,170,206,1000
169,205,206,1000
205,206,242,1000
205,241,242,1000
241,242,278,1000
241,277,278,1000
277,278,314,1000
277,313,314,1000
313,314,350,1000
313,349,350,1000
349,350,386,1000
349,385,386,1000
385,386,422,1000
385,421,422,1000
421,422,458,1000
421,457,458,1000
457,458,494,1000
457,493,494,1000
493,494,530,1000
493,529,530,0
529,530,566,0
529,565,566,0
565,566,602,1000
565,601,602,1000
601,602,638,1000
601,637,638,1000
637,638,674,1000
637,673,674,1000
673,674,710,1000
673,709,710,1000
709,710,746,1000
709,745,746,1000
745,746,782,1000
745,781,782,0
781,782,818,0
781,817,818,0
817,818,854,1000
817,853,854,1000
853,854,890,1000
853,889,890,1000
889,890,926,1000
889,925,926,1000
925,926,962,1000
925,961,962,1000
961,962,998,1000
961,997,998,1000
997,998,1034,1000
997,1033,1034,1000
1033,1034,1070,1000
1033,1069,1070,1000
1069,1070,1106,1000
1069,1105,1106,1000
1105,1106,1142,1000
1105,1141,1142,1000
1141,1142,1178,1000
1141,1177,1178,1000
1177,1178,1214,1000
1177,1213,1214,1000
1213,1214,1250,1000
1213,1249,1250,1000
1249,1250,1286,1000
1249,1285,1286,1000
26,27,62,1000
27,62,63,1000
62,63,98,1000
63,98,99,1000
98,99,134,1000
99,134,135,1000
134,135,170,1000
135,170,171,1000
170,171,206,1000
171,206,207,1000
206,207,242,1000
207,242,243,1000
242,243,278,1000
243,278,279,1000
278,279,314,1000
279,314,315,1000
314,315,350,1000
315,350,351,1000
350,351,386,1000
351,386,387,1000
386,387,422,1000
387,422,423,1000
422,423,458,1000
423,458,459,1000
458,459,494,1000
459,494,495,1000
494,495,530,1000
495,530,531,1000
530,531,566,1000
531,566,567,1000
566,567,602,1000
567,602,603,1000
602,603,638,1000
603,638,639,1000
638,639,674,1000
639,674,675,1000
674,675,710,1000
675,710,711,1000
710,711,746,1000
711,746,747,1000
746,747,782,1000
747,782,783,1000
782,783,818,1000
783,818,819,1000
818,819,854,1000
819,854,855,1000
854,855,890,1000
855,890,891,1000
890,891,926,1000
891,926,927,1000
926,927,962,1000
927,962,963,1000
962,963,998,1000
963,998,999,1000
998,999,1034,1000
999,1034,1035,1000
1034,1035,1070,1000
1035,1070,1071,1000
1070,1071,1106,1000
1071,1106,1107,1000
1106,1107,1142,1000
1107,1142,1143,1000
1142,1143,1178,1000
1143,1178,1179,1000
1178,1179,1214,1000
1179,1214,1215,1000
1214,1215,1250,1000
1215,1250,1251,1000
1250,1251,1286,1000
1251,1286,1287,1000
27,28,64,1000
27,63,64,1000
63,64,100,1000
63,99,100,1000
99,100,136,1000
99,135,136,1000
135,136,172,1000
135,171,172,1000
171,172,208,1000
171,207,208,1000
207,208,244,1000
207,243,244,1000
243,244,280,1000
243,279,280,1000
279,280,316,1000
279,315,316,1000
315,316,352,1000
315,351,352,1000
351,352,388,1000
351,387,388,1000
387,388,424,1000
387,423,424,1000
423,424,460,1000
423,459,460,1000
459,460,496,1000
459,495,496,1000
495,496,532,1000
495,531,532,1000
531,532,568,1000
531,567,568,1000
567,568,604,1000
567,603,604,1000
603,604,640,1000
603,639,640,1000
639,640,676,1000
639,675,676,1000
675,676,712,1000
675,711,712,1000
711,712,748,1000
711,747,748,1000
747,748,784,1000
747,783,784,1000
783,784,820,1000
783,819,820,1000
819,820,856,1000
819,855,856,1000
855,856,892,1000
855,891,892,1000
891,892,928,1000
891,927,928,1000
927,928,964,1000
927,963,964,1000
963,964,1000,1000
963,999,1000,1000
999,1000,1036,1000
999,1035,1036,1000
1035,1036,1072,1000
1035,1071,1072,1000
1071,1072,1108,1000
1071,1107,1108,1000
1107,1108,1144,1000
1107,1143,1144,1000
1143,1144,1180,1000
1143,1179,1180,1000
1179,1180,1216,1000
1179,1215,1216,1000
1215,1216,1252,1000
1215,1251,1252,1000
1251,1252,1288,1000
1251,1287,1288,1000
28,29,64,1000
29,64,65,1000
64,65,100,1000
65,100,101,1000
100,101,136,1000
101,136,137,1000
136,137,172,1000
137,172,173,1000
172,173,208,1000
173,208,209,1000
208,209,244,1000
209,244,245,1000
244,245,280,1000
245,280,281,1000
280,281,316,1000
281,316,317,1000
316,317,352,1000
317,352,353,1000
352,353,388,1000
353,388,389,1000
388,389,424,1000
389,424,425,1000
424,425,460,1000
425,460,461,1000
460,461,496,1000
461,496,497,1000
496,497,532,1000
497,532,533,1000
532,533,568,1000
533,568,569,1000
568,569,604,1000
569,604,605,1000
604,605,640,1000
605,640,641,1000
640,641,676,1000
641,676,677,1000
676,677,712,1000
677,712,713,1000
712,713,748,1000
713,748,749,1000
748,749,784,1000
749,784,785,1000
784,785,820,1000
785,820,821,1000
820,821,856,1000
821,856,857,1000
856,857,892,1000
857,892,893,1000
892,893,928,1000
893,928,929,1000
928,929,964,1000
929,964,965,1000
964,965,1000,1000
965,1000,1001,1000
1000,1001,1036,1000
1001,1036,1037,1000
1036,1037,1072,1000
1037,1072,1073,1000
1072,1073,1108,1000
1073,1108,1109,1000
1108,1109,1144,1000
1109,1144,1145,1000
1144,1145,1180,1000
1145,1180,1181,1000
1180,1181,1216,1000
1181,1216,1217,1000
1216,1217,1252,1000
1217,1252,1253,1000
1252,1253,1288,1000
1253,1288,1289,1000
29,30,66,1000
29,65,66,1000
65,66,102,1000
65,101,102,1000
101,102,138,1000
101,137,138,1000
137,138,174,1000
137,173,174,1000
173,174,210,1000
173,209,210,1000
209,210,246,1000
209,245,246,1000
245,246,282,1000
245,281,282,1000
281,282,318,1000
281,317,318,1000
317,318,354,1000
317,353,354,1000
353,354,390,1000
353,389,390,1000
389,390,426,1000
389,425,426,1000
425,426,462,1000
425,461,462,1000
461,462,498,1000
461,497,498,1000
497,498,534,1000
497,533,534,1000
533,534,570,1000
533,569,570,1000
569,570,606,1000
569,605,606,1000
605,606,642,1000
605,641,642,1000
641,642,678,1000
641,677,678,1000
677,678,714,1000
677,713,714,1000
713,714,750,1000
713,749,750,1000
749,750,786,1000
749,785,786,1000
785,786,822,1000
785,821,822,1000
821,822,858,1000
821,857,858,1000
857,858,894,1000
857,893,894,1000
893,894,930,1000
893,929,930,1000
929,930,966,1000
929,965,966,1000
965,966,1002,1000
965,1001,1002,1000
1001,1002,1038,1000
1001,1037,1038,1000
1037,1038,1074,1000
1037,1073,1074,1000
1073,1074,1110,1000
1073,1109,1110,1000
1109,1110,1146,1000
1109,1145,1146,1000
1145,1146,1182,1000
1145,1181,1182,1000
1181,1182,1218,1000
1181,1217,1218,1000
1217,1218,1254,1000
1217,1253,1254,1000
1253,1254,1290,1000
1253,1289,1290,1000
30,31,66,1000
31,66,67,1000
66,67,102,1000
67,102,103,1000
102,103,138,1000
103,138,139,1000
138,139,174,1000
139,174,175,1000
174,175,210,1000
175,210,211,1000
210,211,246,1000
211,246,247,1000
246,247,282,1000
247,282,283,1000
282,283,318,1000
283,318,319,1000
318,319,354,1000
319,354,355,1000
354,355,390,1000
355,390,391,1000
390,391,426,1000
391,426,427,1000
426,427,462,1000
427,462,463,1000
462,463,498,1000
463,498,499,1000
498,499,534,1000
499,534,535,1000
534,535,570,1000
535,570,571,1000
570,571,606,1000
571,606,607,1000
606,607,642,1000
607,642,643,1000
642,643,678,1000
643,678,679,1000
678,679,714,1000
679,714,715,1000
714,715,750,1000
715,750,751,1000
750,751,786,1000
751,786,787,1000
786,787,822,1000
787,822,823,1000
822,823,858,1000
823,858,859,1000
858,859,894,1000
859,894,895,1000
894,895,930,1000
895,930,931,1000
930,931,966,1000
931,966,967,1000
966,967,1002,1000
967,1002,1003,1000
1002,1003,1038,1000
1003,1038,1039,1000
1038,1039,1074,1000
1039,1074,1075,1000
1074,1075,1110,1000
1075,1110,1111,1000
1110,1111,1146,1000
1111,1146,1147,1000
1146,1147,1182,1000
1147,1182,1183,1000
1182,1183,1218,1000
1183,1218,1219,1000
1218,1219,1254,1000
1219,1254,1255,1000
1254,1255,1290,1000
1255,1290,1291,1000
31,32,68,1000
31,67,68,1000
67,68,104,1000
67,103,104,1000
103,104,140,1000
103,139,140,1000
139,140,176,1000
139,175,176,1000
175,176,212,1000
175,211,212,1000
211,212,248,1000
211,247,248,1000
247,248,284,1000
247,283,284,1000
283,284,320,1000
283,319,320,1000
319,320,356,1000
319,355,356,1000
355,356,392,1000
355,391,392,1000
391,392,428,1000
391,427,428,1000
427,428,464,1000
427,463,464,1000
463,464,500,1000
463,499,500,1000
499,500,536,1000
499,535,536,1000
535,536,572,1000
535,571,572,1000
571,572,608,1000
571,607,608,1000
607,608,644,1000
607,643,644,1000
643,644,680,1000
643,679,680,1000
679,680,716,1000
679,715,716,1000
715,716,752,1000
715,751,752,1000
751,752,788,1000
751,787,788,1000
787,788,824,1000
787,823,824,1000
823,824,860,1000
823,859,860,1000
859,860,896,1000
859,895,896,1000
895,896,932,1000
895,931,932,1000
931,932,968,1000
931,967,968,1000
967,968,1004,1000
967,1003,1004,1000
1003,1004,1040,1000
1003,1039,1040,1000
1039,1040,1076,1000
1039,1075,1076,1000
1075,1076,1112,1000
1075,1111,1112,1000
1111,1112,1148,1000
1111,1147,1148,1000
1147,1148,1184,1000
1147,1183,1184,1000
1183,1184,1220,1000
1183,1219,1220,1000
1219,1220,1256,1000
1219,1255,1256,1000
1255,1256,1292,1000
1255,1291,1292,1000
32,33,68,1000
33,68,69,1000
68,69,104,1000
69,104,105,1000
104,105,140,1000
105,140,141,1000
140,141,176,1000
141,176,177,1000
176,177,212,1000
177,212,213,1000
212,213,248,1000
213,248,249,1000
248,249,284,1000
249,284,285,1000
284,285,320,1000
285,320,321,1000
320,321,356,1000
321,356,357,1000
356,357,392,1000
357,392,393,1000
392,393,428,1000
393,428,429,1000
428,429,464,1000
429,464,465,1000
464,465,500,1000
465,500,501,1000
500,501,536,1000
501,536,537,1000
536,537,572,1000
537,572,573,1000
572,573,608,1000
573,608,609,1000
608,609,644,1000
609,644,645,1000
644,645,680,1000
645,680,681,1000
680,681,716,1000
681,716,717,1000
716,717,752,1000
717,752,753,1000
752,753,788,1000
753,788,789,1000
788,789,824,1000
789,824,825,1000
824,825,860,1000
825,860,861,1000
860,861,896,1000
861,896,897,1000
896,897,932,1000
897,932,933,1000
932,933,968,1000
933,968,969,1000
968,969,1004,1000
969,1004,1005,1000
1004,1005,1040,1000
1005,1040,1041,1000
1040,1041,1076,1000
1041,1076,1077,1000
1076,1077,1112,1000
1077,1112,1113,1000
1112,1113,1148,1000
1113,1148,1149,1000
1148,1149,1184,1000
1149,1184,1185,1000
1184,1185,1220,1000
1185,1220,1221,1000
1220,1221,1256,1000
1221,1256,1257,1000
1256,1257,1292,1000
1257,1292,1293,1000
33,34,70,1000
33,69,70,1000
69,70,106,1000
69,105,106,1000
105,106,142,1000
105,141,142,1000
141,142,178,1000
141,177,178,1000
177,178,214,1000
177,213,214,1000
213,214,250,1000
213,249,250,1000
249,250,286,1000
249,285,286,1000
285,286,322,1000
285,321,322,1000
321,322,358,1000
321,357,358,1000
357,358,394,1000
357,393,394,1000
393,394,430,1000
393,429,430,1000
429,430,466,1000
429,465,466,1000
465,466,502,1000
465,501,502,1000
501,502,538,1000
501,537,538,1000
537,538,574,1000
537,573,574,1000
573,574,610,1000
573,609,610,1000
609,610,646,1000
609,645,646,1000
645,646,682,1000
645,681,682,1000
681,682,718,1000
681,717,718,1000
717,718,754,1000
717,753,754,1000
753,754,790,1000
753,789,790,1000
789,790,826,1000
789,825,826,1000
825,826,862,1000
825,861,862,1000
861,862,898,1000
861,897,898,1000
897,898,934,1000
897,933,934,1000
933,934,970,1000
933,969,970,1000
969,970,1006,1000
969,1005,1006,1000
1005,1006,1042,1000
1005,1041,1042,1000
1041,1042,1078,1000
1041,1077,1078,1000
1077,1078,1114,1000
1077,1113,1114,1000
1113,1114,1150,1000
1113,1149,1150,1000
1149,1150,1186,1000
1149,1185,1186,1000
1185,1186,1222,1000
1185,1221,1222,1000
1221,1222,1258,1000
1221,1257,1258,1000
1257,1258,1294,1000
1257,1293,1294,1000
34,35,70,1000
35,70,71,1000
70,71,106,1000
71,106,107,1000
106,107,142,1000
107,142,143,1000
142,143,178,1000
143,178,179,1000
178,179,214,1000
179,214,215,1000
214,215,250,1000
215,250,251,1000
250,251,286,1000
251,286,287,1000
286,287,322,1000
287,322,323,1000
322,323,358,1000
323,358,359,1000
358,359,394,1000
359,394,395,1000
394,395,430,1000
395,430,431,1000
430,431,466,1000
431,466,467,1000
466,467,502,1000
467,502,503,1000
502,503,538,1000
503,538,539,1000
538,539,574,1000
539,574,575,1000
574,575,610,1000
575,610,611,1000
610,611,646,1000
611,646,647,1000
646,647,682,1000
647,682,683,1000
682,683,718,1000
683,718,719,1000
718,719,754,1000
719,754,755,1000
754,755,790,1000
755,790,791,1000
790,791,826,1000
791,826,827,1000
826,827,862,1000
827,862,863,1000
862,863,898,1000
863,898,899,1000
898,899,934,1000
899,934,935,1000
934,935,970,1000
935,970,971,1000
970,971,1006,1000
971,1006,1007,1000
1006,1007,1042,1000
1007,1042,1043,1000
1042,1043,1078,1000
1043,1078,1079,1000
1078,1079,1114,1000
1079,1114,1115,1000
1114,1115,1150,1000
1115,1150,1151,1000
1150,1151,1186,1000
1151,1186,1187,1000
1186,1187,1222,1000
1187,1222,1223,1000
1222,1223,1258,1000
1223,1258,1259,1000
1258,1259,1294,1000
1259,1294,1295,1000
