Node Number,X,Y,Z,Weight
326,-9.0,-13.856406460551018,0.0,1000
327,-8.5,-12.990381056766578,0.0,1000
328,-9.0,-12.12435565298214,0.0,1000
329,-8.5,-11.258330249197702,0.0,1000
330,-9.0,-10.392304845413264,0.0,1000
331,-8.5,-9.526279441628825,0.0,1000
332,-9.0,-8.660254037844386,0.0,1000
333,-8.5,-7.794228634059947,0.0,1000
334,-9.0,-6.928203230275509,0.0,1000
335,-8.5,-6.06217782649107,0.0,1000
336,-9.0,-5.196152422706632,0.0,1000
337,-8.5,-4.330127018922193,0.0,1000
338,-9.0,-3.4641016151377544,0.0,1000
339,-8.5,-2.598076211353316,0.0,1000
340,-9.0,-1.7320508075688772,0.0,1000
341,-8.5,-0.8660254037844386,0.0,1000
342,-9.0,0.0,0.0,1000
343,-8.5,0.8660254037844386,0.0,1000
344,-9.0,1.7320508075688772,0.0,1000
345,-8.5,2.598076211353316,0.0,1000
346,-9.0,3.4641016151377544,0.0,1000
347,-8.5,4.330127018922193,0.0,1000
348,-9.0,5.196152422706632,0.0,1000
349,-8.5,6.06217782649107,0.0,1000
350,-9.0,6.928203230275509,0.0,1000
351,-8.5,7.794228634059947,0.0,1000
352,-9.0,8.660254037844386,0.0,1000
353,-8.5,9.526279441628825,0.0,1000
354,-9.0,10.392304845413264,0.0,1000
355,-8.5,11.258330249197702,0.0,1000
356,-9.0,12.12435565298214,0.0,1000
357,-8.5,12.990381056766578,0.0,1000
358,-9.0,13.856406460551018,0.0,1000
359,-8.5,14.722431864335457,0.0,1000
360,-8.0,-15.588457268119894,0.0,1000
361,-7.5,-14.722431864335457,0.0,1000
362,-8.0,-13.856406460551018,0.0,1000
363,-7.5,-12.990381056766578,0.0,1000
364,-8.0,-12.12435565298214,0.0,1000
365,-7.5,-11.258330249197702,0.0,1000
366,-8.0,-10.392304845413264,0.0,1000
367,-7.5,-9.526279441628825,0.0,1000
368,-8.0,-8.660254037844386,0.0,1000
369,-7.5,-7.794228634059947,0.0,1000
370,-8.0,-6.928203230275509,0.0,1000
371,-7.5,-6.06217782649107,0.0,1000
372,-8.0,-5.196152422706632,0.0,1000
373,-7.5,-4.330127018922193,0.0,1000
374,-8.0,-3.4641016151377544,0.0,1000
375,-7.5,-2.598076211353316,0.0,1000
376,-8.0,-1.7320508075688772,0.0,1000
377,-7.5,-0.8660254037844386,0.0,1000
378,-8.0,0.0,0.0,1000
379,-7.5,0.8660254037844386,0.0,1000
380,-8.0,1.7320508075688772,0.0,1000
381,-7.5,2.598076211353316,0.0,1000
382,-8.0,3.4641016151377544,0.0,1000
383,-7.5,4.330127018922193,0.0,1000
384,-8.0,5.196152422706632,0.0,1000
385,-7.5,6.06217782649107,0.0,1000
386,-8.0,6.928203230275509,0.0,1000
387,-7.5,7.794228634059947,0.0,1000
388,-8.0,8.660254037844386,0.0,1000
389,-7.5,9.526279441628825,0.0,1000
390,-8.0,10.392304845413264,0.0,1000
391,-7.5,11.258330249197702,0.0,1000
392,-8.0,12.12435565298214,0.0,1000
393,-7.5,12.990381056766578,0.0,1000
394,-8.0,13.856406460551018,0.0,1000
395,-7.5,14.722431864335457,0.0,1000
396,-7.0,-15.588457268119894,0.0,1000
397,-6.5,-14.722431864335457,0.0,1000
398,-7.0,-13.856406460551018,0.0,1000
399,-6.5,-12.990381056766578,0.0,1000
400,-7.0,-12.12435565298214,0.0,1000
401,-6.5,-11.258330249197702,0.0,1000
402,-7.0,-10.392304845413264,0.0,1000
403,-6.5,-9.526279441628825,0.0,1000
404,-7.0,-8.660254037844386,0.0,1000
405,-6.5,-7.794228634059947,0.0,1000
406,-7.0,-6.928203230275509,0.0,1000
407,-6.5,-6.06217782649107,0.0,1000
408,-7.0,-5.196152422706632,0.0,1000
409,-6.5,-4.330127018922193,0.0,1000
410,-7.0,-3.4641016151377544,0.0,1000
411,-6.5,-2.598076211353316,0.0,1000
412,-7.0,-1.7320508075688772,0.0,1000
413,-6.5,-0.8660254037844386,0.0,1000
414,-7.0,0.0,0.0,1000
415,-6.5,0.8660254037844386,0.0,1000
416,-7.0,1.7320508075688772,0.0,1000
417,-6.5,2.598076211353316,0.0,1000
418,-7.0,3.4641016151377544,0.0,1000
419,-6.5,4.330127018922193,0.0,1000
420,-7.0,5.196152422706632,0.0,1000
421,-6.5,6.06217782649107,0.0,1000
422,-7.0,6.928203230275509,0.0,1000
423,-6.5,7.794228634059947,0.0,1000
424,-7.0,8.660254037844386,0.0,1000
425,-6.5,9.526279441628825,0.0,1000
426,-7.0,10.392304845413264,0.0,1000
427,-6.5,11.258330249197702,0.0,1000
428,-7.0,12.12435565298214,0.0,1000
429,-6.5,12.990381056766578,0.0,1000
430,-7.0,13.856406460551018,0.0,1000
431,-6.5,14.722431864335457,0.0,1000
432,-6.0,-15.588457268119894,0.0,1000
433,-5.5,-14.722431864335457,0.0,1000
434,-6.0,-13.856406460551018,0.0,1000
435,-5.5,-12.990381056766578,0.0,1000
436,-6.0,-12.12435565298214,0.0,1000
437,-5.5,-11.258330249197702,0.0,1000
438,-6.0,-10.392304845413264,0.0,1000
439,-5.5,-9.526279441628825,0.0,1000
440,-6.0,-8.660254037844386,0.0,1000
441,-5.5,-7.794228634059947,0.0,1000
442,-6.0,-6.928203230275509,0.0,1000
443,-5.5,-6.06217782649107,0.0,1000
444,-6.0,-5.196152422706632,0.0,1000
445,-5.5,-4.330127018922193,0.0,1000
446,-6.0,-3.4641016151377544,0.0,1000
447,-5.5,-2.598076211353316,0.0,1000
448,-6.0,-1.7320508075688772,0.0,1000
449,-5.5,-0.8660254037844386,0.0,1000
450,-6.0,0.0,0.0,1000
451,-5.5,0.8660254037844386,0.0,1000
452,-6.0,1.7320508075688772,0.0,1000
453,-5.5,2.598076211353316,0.0,1000
454,-6.0,3.4641016151377544,0.0,1000
455,-5.5,4.330127018922193,0.0,1000
456,-6.0,5.196152422706632,0.0,1000
457,-5.5,6.06217782649107,0.0,1000
458,-6.0,6.928203230275509,0.0,1000
459,-5.5,7.794228634059947,0.0,1000
460,-6.0,8.660254037844386,0.0,1000
461,-5.5,9.526279441628825,0.0,1000
462,-6.0,10.392304845413264,0.0,1000
463,-5.5,11.258330249197702,0.0,1000
464,-6.0,12.12435565298214,0.0,1000
465,-5.5,12.990381056766578,0.0,1000
466,-6.0,13.856406460551018,0.0,1000
467,-5.5,14.722431864335457,0.0,1000
468,-5.0,-15.588457268119894,0.0,1000
469,-4.5,-14.722431864335457,0.0,1000
470,-5.0,-13.856406460551018,0.0,1000
471,-4.5,-12.990381056766578,0.0,1000
472,-5.0,-12.12435565298214,0.0,1000
473,-4.5,-11.258330249197702,0.0,1000
474,-5.0,-10.392304845413264,0.0,1000
475,-4.5,-9.526279441628825,0.0,1000
476,-5.0,-8.660254037844386,0.0,1000
477,-4.5,-7.794228634059947,0.0,1000
478,-5.0,-6.928203230275509,0.0,1000
479,-4.5,-6.06217782649107,0.0,1000
480,-5.0,-5.196152422706632,0.0,1000
481,-4.5,-4.330127018922193,0.0,1000
482,-5.0,-3.4641016151377544,0.0,1000
483,-4.5,-2.598076211353316,0.0,1000
484,-5.0,-1.7320508075688772,0.0,1000
485,-4.5,-0.8660254037844386,0.0,1000
486,-5.0,0.0,0.0,1000
487,-4.5,0.8660254037844386,0.0,1000
488,-5.0,1.7320508075688772,0.0,1000
489,-4.5,2.598076211353316,0.0,1000
490,-5.0,3.4641016151377544,0.0,1000
491,-4.5,4.330127018922193,0.0,1000
492,-5.0,5.196152422706632,0.0,1000
493,-4.5,6.06217782649107,0.0,1000
494,-5.0,6.928203230275509,0.0,1000
495,-4.5,7.794228634059947,0.0,1000
496,-5.0,8.660254037844386,0.0,1000
497,-4.5,9.526279441628825,0.0,1000
498,-5.0,10.392304845413264,0.0,1000
499,-4.5,11.258330249197702,0.0,1000
500,-5.0,12.12435565298214,0.0,1000
501,-4.5,12.990381056766578,0.0,1000
502,-5.0,13.856406460551018,0.0,1000
503,-4.5,14.722431864335457,0.0,1000
504,-4.0,-15.588457268119894,0.0,1000
505,-3.5,-14.722431864335457,0.0,1000
506,-4.0,-13.856406460551018,0.0,1000
507,-3.5,-12.990381056766578,0.0,1000
508,-4.0,-12.12435565298214,0.0,1000
509,-3.5,-11.258330249197702,0.0,1000
510,-4.0,-10.392304845413264,0.0,1000
511,-3.5,-9.526279441628825,0.0,1000
512,-4.0,-8.660254037844386,0.0,1000
513,-3.5,-7.794228634059947,0.0,1000
514,-4.0,-6.928203230275509,0.0,1000
515,-3.5,-6.06217782649107,0.0,1000
516,-4.0,-5.196152422706632,0.0,1000
517,-3.5,-4.330127018922193,0.0,1000
518,-4.0,-3.4641016151377544,0.0,1000
519,-3.5,-2.598076211353316,0.0,1000
520,-4.0,-1.7320508075688772,0.0,1000
521,-3.5,-0.8660254037844386,0.0,1000
522,-4.0,0.0,0.0,1000
523,-3.5,0.8660254037844386,0.0,1000
524,-4.0,1.7320508075688772,0.0,1000
525,-3.5,2.598076211353316,0.0,1000
526,-4.0,3.4641016151377544,0.0,1000
527,-3.5,4.330127018922193,0.0,1000
528,-4.0,5.196152422706632,0.0,1000
529,-3.5,6.06217782649107,0.0,1000
530,-4.0,6.928203230275509,0.0,1000
531,-3.5,7.794228634059947,0.0,1000
532,-4.0,8.660254037844386,0.0,1000
533,-3.5,9.526279441628825,0.0,1000
534,-4.0,10.392304845413264,0.0,1000
535,-3.5,11.258330249197702,0.0,1000
536,-4.0,12.12435565298214,0.0,1000
537,-3.5,12.990381056766578,0.0,1000
538,-4.0,13.856406460551018,0.0,1000
539,-3.5,14.722431864335457,0.0,1000
540,-3.0,-15.588457268119894,0.0,1000
541,-2.5,-14.722431864335457,0.0,1000
542,-3.0,-13.856406460551018,0.0,1000
543,-2.5,-12.990381056766578,0.0,1000
544,-3.0,-12.12435565298214,0.0,1000
545,-2.5,-11.258330249197702,0.0,1000
546,-3.0,-10.392304845413264,0.0,1000
547,-2.5,-9.526279441628825,0.0,1000
548,-3.0,-8.660254037844386,0.0,1000
549,-2.5,-7.794228634059947,0.0,1000
550,-3.0,-6.928203230275509,0.0,1000
551,-2.5,-6.06217782649107,0.0,1000
552,-3.0,-5.196152422706632,0.0,1000
553,-2.5,-4.330127018922193,0.0,1000
554,-3.0,-3.4641016151377544,0.0,1000
555,-2.5,-2.598076211353316,0.0,1000
556,-3.0,-1.7320508075688772,0.0,1000
557,-2.5,-0.8660254037844386,0.0,1000
558,-3.0,0.0,0.0,1000
559,-2.5,0.8660254037844386,0.0,1000
560,-3.0,1.7320508075688772,0.0,1000
561,-2.5,2.598076211353316,0.0,1000
562,-3.0,3.4641016151377544,0.0,1000
563,-2.5,4.330127018922193,0.0,1000
564,-3.0,5.196152422706632,0.0,1000
565,-2.5,6.06217782649107,0.0,1000
566,-3.0,6.928203230275509,0.0,1000
567,-2.5,7.794228634059947,0.0,1000
568,-3.0,8.660254037844386,0.0,1000
569,-2.5,9.526279441628825,0.0,1000
570,-3.0,10.392304845413264,0.0,1000
571,-2.5,11.258330249197702,0.0,1000
572,-3.0,12.12435565298214,0.0,1000
573,-2.5,12.990381056766578,0.0,1000
574,-3.0,13.856406460551018,0.0,1000
575,-2.5,14.722431864335457,0.0,1000
576,-2.0,-15.588457268119894,0.0,1000
577,-1.5,-14.722431864335457,0.0,1000
578,-2.0,-13.856406460551018,0.0,1000
579,-1.5,-12.990381056766578,0.0,1000
580,-2.0,-12.12435565298214,0.0,1000
581,-1.5,-11.258330249197702,0.0,1000
582,-2.0,-10.392304845413264,0.0,1000
583,-1.5,-9.526279441628825,0.0,1000
584,-2.0,-8.660254037844386,0.0,1000
585,-1.5,-7.794228634059947,0.0,1000
586,-2.0,-6.928203230275509,0.0,1000
587,-1.5,-6.06217782649107,0.0,1000
588,-2.0,-5.196152422706632,0.0,1000
589,-1.5,-4.330127018922193,0.0,1000
590,-2.0,-3.4641016151377544,0.0,1000
591,-1.5,-2.598076211353316,0.0,1000
592,-2.0,-1.7320508075688772,0.0,1000
593,-1.5,-0.8660254037844386,0.0,1000
594,-2.0,0.0,0.0,1000
595,-1.5,0.8660254037844386,0.0,1000
596,-2.0,1.7320508075688772,0.0,1000
597,-1.5,2.598076211353316,0.0,1000
598,-2.0,3.4641016151377544,0.0,1000
599,-1.5,4.330127018922193,0.0,1000
600,-2.0,5.196152422706632,0.0,1000
601,-1.5,6.06217782649107,0.0,1000
602,-2.0,6.928203230275509,0.0,1000
603,-1.5,7.794228634059947,0.0,1000
604,-2.0,8.660254037844386,0.0,1000
605,-1.5,9.526279441628825,0.0,1000
606,-2.0,10.392304845413264,0.0,1000
607,-1.5,11.258330249197702,0.0,1000
608,-2.0,12.12435565298214,0.0,1000
609,-1.5,12.990381056766578,0.0,1000
610,-2.0,13.856406460551018,0.0,1000
611,-1.5,14.722431864335457,0.0,1000
612,-1.0,-15.588457268119894,0.0,1000
613,-0.5,-14.722431864335457,0.0,1000
614,-1.0,-13.856406460551018,0.0,1000
615,-0.5,-12.990381056766578,0.0,1000
616,-1.0,-12.12435565298214,0.0,1000
617,-0.5,-11.258330249197702,0.0,1000
